mentor_domain_id,mentor_id,reg_date_mentor,region_id_mentor,mentee_id,region_id_mentee,session_id,session_date_time,session_status
8,26042,2024-03-27 12:09:42,1,17362,1,5620,2020-03-14 04:14:12,finished
7,2039,2024-06-08 15:48:50,6,1611,7,4296,2022-12-01 21:03:09,finished
2,22130,2024-07-22 10:10:05,3,6,8,8446,2020-04-21 02:53:44,finished
3,26486,2024-08-16 03:47:13,10,27430,8,7027,2023-02-01 21:21:36,finished
1,976,2024-07-09 17:21:28,7,27750,0,4204,2021-01-05 16:24:46,finished
6,17814,2024-03-30 03:45:25,5,22891,7,6795,2021-01-22 16:20:50,finished
1,8848,2024-01-09 02:24:35,10,4725,1,3478,2020-07-05 13:40:04,finished
2,8303,2024-10-31 16:20:01,6,22411,5,2360,2024-02-27 06:58:15,finished
10,2246,2024-01-07 06:07:39,1,25241,8,8034,2024-02-25 17:50:56,finished
4,12445,2024-01-26 03:25:02,4,27368,10,6531,2020-12-19 15:56:07,canceled
10,22682,2024-06-14 17:20:18,3,23620,1,3365,2021-04-19 12:42:13,finished
10,25918,2024-04-28 02:34:36,2,996,6,6818,2021-08-19 19:08:27,canceled
3,24181,2024-09-04 04:43:28,6,28094,3,2309,2020-07-28 00:41:53,finished
4,29177,2024-11-06 03:47:15,8,821,4,7861,2020-01-27 12:29:43,canceled
6,28860,2024-08-31 07:06:55,2,2148,7,2221,2023-07-23 15:00:54,finished
9,27850,2024-06-08 22:44:43,6,15102,2,4351,2020-09-29 22:20:18,finished
1,12101,2024-04-04 01:25:51,6,3075,8,2836,2020-04-16 03:19:53,canceled
10,281,2024-02-18 19:24:47,5,19809,6,7771,2023-11-12 04:58:17,finished
9,4131,2024-03-22 01:42:46,6,6018,9,9903,2024-03-05 11:45:10,finished
1,7936,2024-10-13 14:16:10,7,21935,6,4111,2021-08-18 08:09:45,canceled
7,23919,2024-03-19 19:49:01,10,21745,3,2375,2021-07-05 17:43:11,finished
2,1172,2024-10-14 12:53:30,3,5638,5,1865,2024-08-13 12:19:06,finished
3,17618,2024-04-30 05:29:23,6,28094,5,4614,2022-08-26 17:03:15,canceled
10,22600,2024-04-18 03:22:25,5,10486,2,3202,2024-11-08 02:10:51,canceled
8,29752,2024-07-09 12:19:35,8,18632,3,8708,2024-08-06 23:23:54,canceled
3,26620,2024-07-04 23:11:53,10,5989,1,6112,2022-06-03 11:41:58,finished
3,7502,2024-11-03 18:28:36,6,6395,5,7733,2023-10-30 17:30:34,canceled
3,16688,2024-08-09 06:57:46,6,23736,0,6704,2020-01-23 14:00:16,finished
3,4412,2024-09-15 02:49:43,3,4628,1,2017,2021-09-09 02:58:46,finished
4,25366,2024-03-02 19:04:09,5,24268,10,5661,2021-06-12 21:15:57,canceled
2,2462,2024-10-23 12:11:40,9,229,2,5435,2022-03-27 10:38:43,canceled
9,3937,2024-03-08 02:35:57,3,21053,4,8392,2021-08-10 12:32:28,finished
5,15028,2024-02-15 04:26:59,10,22064,2,5480,2022-08-29 02:26:40,canceled
8,7728,2024-07-16 18:36:47,1,17769,0,5638,2022-12-03 13:14:19,canceled
6,7663,2024-11-03 12:44:10,3,16994,1,8376,2023-06-02 23:00:00,canceled
7,12127,2024-01-09 15:38:46,2,17991,10,7792,2021-11-10 12:28:38,finished
6,5821,2024-10-17 14:37:52,5,18110,0,9075,2024-05-31 04:55:12,canceled
6,23099,2024-09-29 22:30:36,3,26432,9,9094,2020-07-16 15:54:12,canceled
5,12502,2024-03-25 15:16:27,2,17973,8,7555,2021-06-09 13:37:28,finished
4,11684,2024-09-10 14:53:12,8,8875,3,4175,2020-10-14 10:52:21,canceled
8,1917,2024-03-10 15:15:38,6,17069,1,5068,2021-11-14 22:58:54,canceled
6,9953,2024-03-17 13:22:24,10,16901,2,2430,2024-05-10 04:16:39,canceled
2,13448,2024-01-29 20:26:39,9,16368,5,3014,2021-01-21 03:04:33,canceled
2,27697,2024-06-21 23:24:11,2,26488,9,9535,2021-01-28 10:48:50,canceled
6,18542,2024-04-16 17:40:05,8,11819,8,6727,2023-02-09 12:37:10,canceled
8,432,2024-02-10 09:04:15,10,15487,8,9111,2021-06-04 16:11:05,finished
3,29304,2024-07-04 23:07:38,10,17562,1,4575,2021-08-14 22:16:46,finished
2,13576,2024-03-30 02:35:28,5,7933,3,8944,2023-09-02 22:25:27,finished
2,23480,2024-07-29 18:40:51,1,1405,10,4297,2024-07-02 14:19:03,finished
6,17065,2024-03-16 07:16:48,4,3834,8,8598,2024-03-12 03:34:01,canceled
10,13957,2024-01-26 02:37:44,2,12926,2,2728,2020-06-28 12:08:11,finished
4,13246,2024-05-08 03:27:01,4,4178,10,5756,2022-01-10 06:00:57,finished
5,2923,2024-09-24 21:53:05,9,28306,1,4747,2020-10-23 18:32:03,canceled
6,8701,2024-01-23 18:58:25,7,960,3,4181,2023-10-25 05:57:12,canceled
7,3363,2024-04-13 05:55:46,5,11648,8,9212,2024-08-07 13:27:34,finished
9,21492,2024-09-12 00:25:30,2,18630,4,3535,2020-09-10 00:07:49,finished
3,6884,2024-06-01 06:31:03,6,22749,7,4356,2024-10-29 18:04:53,finished
3,333,2024-06-25 15:54:17,3,29826,4,4673,2021-10-25 23:32:31,finished
5,14684,2024-10-12 16:05:46,8,4055,2,3607,2023-12-17 15:52:10,finished
5,17815,2024-01-15 02:40:46,4,9663,2,7191,2023-05-23 18:32:19,finished
4,13896,2024-10-26 03:29:39,7,16601,2,1974,2020-04-11 20:02:19,canceled
